ngsl_rank,ngsl_band,term,phonetic,definition_vi,part_of_speech,all_pos,level,track,is_function_word,family_size,word_family,needs_review
1482,2000,relax,/rɪˈlæks/,"thư giãn, nghỉ ngơi; nới lỏng",Verb,Verb,B1,Teen,0,4,relaxes relaxed relaxing,1
1483,2000,tourist,/ˈtʊrəst/,"khách du lịch, du khách",Noun,Noun,B1,Teen,0,2,tourists,0
1484,2000,component,/kəmˈpoʊnənt/,"bộ phận, linh kiện, thành phần",Noun,Adjective|Noun,B1,Teen,0,2,components,0
1485,2000,afford,/əˈfɔːrd/,"đủ tiền mua, đủ khả năng chi trả",Verb,Verb,B1,Teen,0,4,affords afforded affording,0
1486,2000,lawyer,/ˈlɔːjər/,"luật sư, thầy cãi, người hành nghề luật",Noun,Noun,B1,Teen,0,2,lawyers,0
1487,2000,suspect,/səˈspɛkt/,"nghi ngờ, ngờ vực, hoài nghi",Verb,Adjective|Noun|Verb,B1,Teen,0,4,suspects suspected suspecting,0
1488,2000,cup,/kʌp/,"cái cốc, tách, chén; cúp",Noun,Noun|Verb,B1,Teen,0,4,cups cupped cupping,1
1489,2000,description,/dɪˈskrɪpʃən/,"sự mô tả, lời miêu tả, bản mô tả",Noun,Noun,B1,Teen,0,2,descriptions,0
1490,2000,confidence,/ˈkɑːnfədəns/,"sự tự tin, lòng tin, sự tin tưởng",Noun,Noun,B1,Teen,0,2,confidences,0
1491,2000,industrial,/ˌɪnˈdʌstriəl/,"thuộc công nghiệp, công nghiệp",Adjective,Adjective,B1,Teen,0,2,industrials,0
1492,2000,complain,/kəmˈpleɪn/,"phàn nàn, than phiền, khiếu nại",Verb,Verb,B1,Teen,0,4,complains complained complaining,0
1493,2000,perspective,/pərˈspɛktɪv/,"quan điểm, góc nhìn, cách nhìn nhận",Noun,Noun|Adjective,B1,Teen,0,2,perspectives,0
1494,2000,error,/ˈɛrər/,"lỗi, sai sót, sai lầm",Noun,Noun,B1,Teen,0,2,errors,0
1495,2000,arrest,/ərˈɛst/,"bắt giữ, bắt giam",Verb,Noun|Verb,B1,Teen,0,4,arrests arrested arresting,0
1496,2000,assess,/əˈsɛs/,"đánh giá, thẩm định, định giá",Verb,Verb,B1,Teen,0,4,assesses assessed assessing,0
1497,2000,register,/ˈrɛdʒɪstər/,"đăng ký, ghi danh, ghi vào sổ",Verb,Noun|Verb,B1,Teen,0,4,registers registered registering,0
1498,2000,asset,/ˈæˌsɛt/,"tài sản; điểm mạnh, ưu thế",Noun,Noun,B1,Teen,0,2,assets,1
1499,2000,signal,/ˈsɪɡnəl/,"tín hiệu, dấu hiệu",Noun,Noun|Adjective|Verb,B1,Teen,0,6,signals signaled signaling signalled signalling,0
1500,2000,finger,/ˈfɪŋɡər/,"ngón tay, đầu ngón tay",Noun,Noun|Verb,B1,Teen,0,4,fingers fingered fingering,0
1501,2000,relevant,/ˈrɛləvənt/,"liên quan, thích đáng, có ý nghĩa",Adjective,Adjective,B1,Teen,0,1,,0
1502,2000,explore,/ɪkˈsplɔːr/,"khám phá, thăm dò, tìm hiểu",Verb,Verb,B1,Teen,0,4,explores explored exploring,0
1503,2000,leadership,/ˈliːdərˌʃɪp/,"sự lãnh đạo, ban lãnh đạo, tài lãnh đạo",Noun,Noun,B1,Teen,0,2,leaderships,0
1504,2000,commitment,/kəˈmɪtmənt/,"sự cam kết, lời hứa, sự tận tâm",Noun,Noun,B1,Teen,0,2,commitments,0
1505,2000,wake,/weɪk/,"thức dậy, tỉnh giấc, đánh thức",Verb,Noun|Verb,B1,Teen,0,6,wakes woke waking woken waked,0
1506,2000,necessarily,/ˌnɛsəˈsɛrəli/,"nhất thiết, tất yếu",Adverb,Adverb,B1,Teen,0,1,,0
1507,2000,bright,/braɪt/,"sáng, rực rỡ; thông minh, sáng dạ",Adjective,Adjective|Adverb,B1,Teen,0,3,brighter brightest,1
1508,2000,frame,/freɪm/,"khung, khung hình, bộ khung",Noun,Noun|Verb,B1,Teen,0,4,frames framed framing,0
1509,2000,slowly,/ˈsloʊli/,"chậm rãi, một cách chậm chạp",Adverb,Adverb,B1,Teen,0,1,,0
1510,2000,bond,/bɑːnd/,"mối liên kết, sự gắn bó; trái phiếu",Noun,Noun|Verb,B1,Teen,0,4,bonds bonded bonding,1
1511,2000,hire,/ˈhaɪər/,"thuê, tuyển dụng, mướn",Verb,Noun|Verb,B1,Teen,0,4,hires hired hiring,0
1512,2000,hole,/hoʊl/,"cái lỗ, hố, lỗ hổng",Noun,Noun|Verb,B1,Teen,0,4,holes holed holing,0
1513,2000,tie,/taɪ/,"cà vạt; mối quan hệ, mối liên hệ",Noun,Noun|Verb,B1,Teen,0,4,ties tied tying,1
1514,2000,internal,/ˌɪnˈtɜːrnəl/,"bên trong, nội bộ, nội tại",Adjective,Adjective,B1,Teen,0,2,internals,0
1515,2000,chain,/tʃeɪn/,"dây xích, chuỗi; chuỗi cửa hàng",Noun,Noun|Verb,B1,Teen,0,4,chains chained chaining,1
1516,2000,literature,/ˈlɪtərətʃər/,"văn học, văn chương; tài liệu",Noun,Noun,B1,Teen,0,2,literatures,1
1517,2000,victim,/ˈvɪktəm/,"nạn nhân, người bị hại",Noun,Noun,B1,Teen,0,2,victims,0
1518,2000,threaten,/ˈθrɛtən/,"đe dọa, uy hiếp, dọa nạt",Verb,Verb,B1,Teen,0,4,threatens threatened threatening,0
1519,2000,division,/dɪˈvɪʒən/,"sự phân chia, bộ phận, phòng ban",Noun,Noun,B1,Teen,0,2,divisions,0
1520,2000,secure,/sɪˈkjʊr/,"bảo đảm, giành được; làm cho an toàn",Verb,Adjective|Verb,B1,Teen,0,4,secures secured securing,1
1521,2000,amaze,/əˈmeɪz/,"làm kinh ngạc, làm sửng sốt",Verb,Verb|Noun,B1,Teen,0,4,amazes amazed amazing,0
1522,2000,device,/dɪˈvaɪs/,"thiết bị, dụng cụ, máy móc",Noun,Noun,B1,Teen,0,2,devices,0
1523,2000,birth,/bɜːrθ/,"sự ra đời, sự sinh nở, sự khai sinh",Noun,Noun,B1,Teen,0,4,births birthed birthing,0
1524,2000,forest,/ˈfɔːrəst/,"rừng, khu rừng, rừng cây",Noun,Noun|Verb,B1,Teen,0,4,forests forested foresting,0
1525,2000,label,/ˈleɪbəl/,"nhãn, mác, nhãn hiệu",Noun,Noun|Verb,B1,Teen,0,6,labels labeled labeling labelled labelling,0
1526,2000,root,/ruːt/,"rễ cây; nguồn gốc, gốc rễ",Noun,Noun|Verb,B1,Teen,0,4,roots rooted rooting,1
1527,2000,factory,/ˈfæktəri/,"nhà máy, xưởng sản xuất",Noun,Noun,B1,Teen,0,2,factories,0
1528,2000,expense,/ɪkˈspɛns/,"chi phí, khoản chi, phí tổn",Noun,Noun,B1,Teen,0,4,expenses expensed expensing,0
1529,2000,channel,/ˈtʃænəl/,"kênh, kênh truyền hình; eo biển",Noun,Noun|Verb,B1,Teen,0,6,channels channeled channelled channelling channeling,1
1530,2000,investigate,/ˌɪnˈvɛstəˌɡeɪt/,"điều tra, nghiên cứu, xem xét",Verb,Verb,B1,Teen,0,4,investigates investigated investigating,0
1531,2000,recommendation,/ˌrɛkəmənˈdeɪʃən/,"lời khuyến nghị, sự giới thiệu, đề xuất",Noun,Noun,B1,Teen,0,2,recommendations,0
1532,2000,rank,/ræŋk/,"cấp bậc, thứ hạng, địa vị",Noun,Noun|Verb|Adjective,B1,Teen,0,5,ranks ranked ranking rankings,0
1533,2000,typical,/ˈtɪpəkəl/,"điển hình, tiêu biểu, đặc trưng",Adjective,Adjective,B1,Teen,0,1,,0
1534,2000,west,/wɛst/,"phía tây, hướng tây",Noun,Noun|Adjective|Adverb,B1,Teen,0,1,,0
1535,2000,friendly,/ˈfrɛndli/,"thân thiện, thân mật, hòa nhã",Adjective,Adjective,B1,Teen,0,3,friendlier friendliest,0
1536,2000,resident,/ˈrɛzɪdənt/,"cư dân, người dân địa phương",Noun,Adjective|Noun,B1,Teen,0,2,residents,0
1537,2000,provision,/prəˈvɪʒən/,"điều khoản; sự cung cấp, việc chu cấp",Noun,Noun|Verb,B1,Teen,0,4,provisions provisioned provisioning,1
1538,2000,concentrate,/ˈkɑːnsənˌtreɪt/,"tập trung, chú tâm; cô đặc",Verb,Verb|Adjective,B1,Teen,0,4,concentrates concentrated concentrating,1
1539,2000,plenty,/ˈplɛnti/,"sự dồi dào, số lượng lớn",Noun,Noun|Adverb,B1,Teen,0,1,,0
1540,2000,export,/ˈɛkspɔːrt/,"xuất khẩu, đưa hàng ra nước ngoài",Verb,Verb|Noun,B1,Teen,0,4,exports exported exporting,0
1541,2000,entirely,/ɪnˈtaɪərli/,"hoàn toàn, toàn bộ",Adverb,Adverb,B1,Teen,0,1,,0
1542,2000,strongly,/ˈstrɔːŋli/,"mạnh mẽ, kiên quyết, quyết liệt",Adverb,Adverb,B1,Teen,0,1,,0
1543,2000,bridge,/brɪdʒ/,"cây cầu, cầu, chiếc cầu",Noun,Noun|Verb,B1,Teen,0,4,bridges bridged bridging,0
1544,2000,consist,/kənˈsɪst/,"gồm có, bao gồm, cấu thành từ",Verb,Verb,B1,Teen,0,4,consists consisted consisting,0
1545,2000,graduate,/ˈɡrædʒəwət/,"tốt nghiệp, ra trường",Verb,Noun|Verb,B1,Teen,0,4,graduates graduated graduating,0
1546,2000,brand,/brænd/,"thương hiệu, nhãn hiệu",Noun,Noun|Verb,B1,Teen,0,4,brands branded branding,0
1547,2000,moral,/ˈmɔːrəl/,"đạo đức, thuộc luân lý",Adjective,Adjective|Noun,B1,Teen,0,2,morals,0
1548,2000,insist,/ˌɪnˈsɪst/,"khăng khăng, nài nỉ, nhất quyết",Verb,Verb,B1,Teen,0,4,insists insisted insisting,0
1549,2000,combination,/ˌkɑːmbəˈneɪʃən/,"sự kết hợp, sự phối hợp, tổ hợp",Noun,Noun,B1,Teen,0,2,combinations,0
1550,2000,abuse,/əˈbjuːs/,"sự lạm dụng, sự ngược đãi, sự bạo hành",Noun,Noun|Verb,B1,Teen,0,4,abuses abused abusing,0
1551,2000,ice,/aɪs/,"nước đá, băng, đá lạnh",Noun,Noun|Verb,B1,Teen,0,3,ices iced,0
1552,2000,principal,/ˈprɪnsəpəl/,"chính, chủ yếu, quan trọng nhất",Adjective,Adjective|Noun,B1,Teen,0,2,principals,0
1553,2000,master,/ˈmæstər/,"chủ nhân, ông chủ; bậc thầy",Noun,Noun|Adjective|Verb,B1,Teen,0,4,masters mastered mastering,1
1554,2000,definitely,/ˈdɛfənətli/,"chắc chắn, dứt khoát, nhất định",Adverb,Adverb,B1,Teen,0,1,,0
1555,2000,session,/ˈsɛʃən/,"buổi, phiên, kỳ họp",Noun,Noun,B1,Teen,0,2,sessions,0
1556,2000,grade,/ɡreɪd/,"điểm số, hạng, cấp lớp",Noun,Noun|Verb,B1,Teen,0,4,grades graded grading,0
1557,2000,nevertheless,/ˌnɛvərðəˈlɛs/,"tuy nhiên, dù vậy, mặc dù thế",Adverb,Adverb,B1,Teen,0,1,,0
1558,2000,predict,/prɪˈdɪkt/,"dự đoán, tiên đoán, dự báo",Verb,Verb,B1,Teen,0,4,predicts predicted predicting,0
1559,2000,previously,/ˈpriːviəsli/,"trước đây, trước đó",Adverb,Adverb,B1,Teen,0,1,,0
1560,2000,protection,/prəˈtɛkʃən/,"sự bảo vệ, sự che chở",Noun,Noun,B1,Teen,0,2,protections,0
1561,2000,largely,/ˈlɑːrdʒli/,"phần lớn, chủ yếu",Adverb,Adverb,B1,Teen,0,1,,0
1562,2000,wed,/wɛd/,"kết hôn, cưới, thành hôn",Verb,Verb,B1,Teen,0,5,weds wedded wedding weddings,0
1563,2000,rent,/rɛnt/,"thuê, cho thuê, mướn",Verb,Noun|Verb,B1,Teen,0,4,rents rented renting,0
1564,2000,shot,/ʃɑːt/,phát súng; cú sút; bức ảnh,Noun,Noun|Verb|Adjective,B1,Teen,0,2,shots,1
1565,2000,appearance,/əˈpɪrəns/,"vẻ bề ngoài, ngoại hình; sự xuất hiện",Noun,Noun,B1,Teen,0,2,appearances,1
1566,2000,reasonable,/ˈriːzənəbəl/,"hợp lý, phải chăng, có lý",Adjective,Adjective,B1,Teen,0,1,,0
1567,2000,guarantee,/ˌɡɛrənˈtiː/,"sự bảo đảm, giấy bảo hành, cam kết",Noun,Noun|Verb,B1,Teen,0,6,guarantees guaranteed guaranteeing guaranty guaranties,0
1568,2000,till,/tɪl/,"cho đến, cho tới khi",Preposition,Noun|Verb|Preposition|Conjunction,B1,Grammar,1,4,tills tilled tilling,0
1569,2000,theme,/θiːm/,"chủ đề, đề tài, chủ điểm",Noun,Noun,B1,Teen,0,3,themes themed,0
1570,2000,judgment,/ˈdʒʌdʒmənt/,"sự phán xét, nhận định; phán quyết",Noun,Noun,B1,Teen,0,2,judgments,1
1571,2000,odd,/ɑːd/,"kỳ lạ, kỳ quặc; lẻ",Adjective,Noun|Adjective,B1,Teen,0,3,odder oddest,1
1572,2000,approve,/əˈpruːv/,"phê duyệt, chấp thuận, tán thành",Verb,Verb,B1,Teen,0,4,approves approved approving,0
1573,2000,loan,/loʊn/,"khoản vay, tiền cho vay",Noun,Noun|Verb,B1,Teen,0,4,loans loaned loaning,0
1574,2000,definition,/ˌdɛfəˈnɪʃən/,định nghĩa; độ nét,Noun,Noun,B1,Teen,0,2,definitions,1
1575,2000,elect,/ɪˈlɛkt/,"bầu, bầu cử, chọn ra",Verb,Adjective|Verb,B1,Teen,0,4,elects elected electing,0
1576,2000,atmosphere,/ˈætməˌsfɪr/,bầu không khí; khí quyển,Noun,Noun,B1,Teen,0,2,atmospheres,1
1577,2000,farmer,/ˈfɑːrmər/,"nông dân, người làm ruộng",Noun,Noun,B1,Teen,0,2,farmers,0
1578,2000,comparison,/kəmˈpɛrəsən/,"sự so sánh, sự đối chiếu",Noun,Noun,B1,Teen,0,2,comparisons,0
1579,2000,characteristic,/ˌkɛrəktərˈɪstɪk/,"đặc điểm, đặc tính, nét đặc trưng",Noun,Adjective|Noun,B1,Teen,0,2,characteristics,0
1580,2000,license,/ˈlaɪsəns/,"giấy phép, bằng, chứng chỉ",Noun,Verb|Noun,B1,Teen,0,8,licenses licensed licensing licence licences licenced licencing,0
1581,2000,rely,/rɪˈlaɪ/,"dựa vào, tin cậy vào, trông cậy",Verb,Verb,B1,Teen,0,4,relies relied relying,0
1582,2000,narrow,/ˈnɛroʊ/,"hẹp, chật; sít sao",Adjective,Adjective|Noun|Verb,B1,Teen,0,6,narrows narrowed narrowing narrower narrowest,1
1583,2000,succeed,/səkˈsiːd/,"thành công; kế nhiệm, nối nghiệp",Verb,Verb,B1,Teen,0,4,succeeds succeeded succeeding,1
1584,2000,identity,/aɪˈdɛntɪˌtiː/,"danh tính, nhân thân, bản sắc",Noun,Noun,B1,Teen,0,2,identities,0
1585,2000,desk,/dɛsk/,"bàn làm việc, bàn học, quầy",Noun,Noun,B1,Teen,0,2,desks,0
1586,2000,permit,/pərˈmɪt/,"cho phép, chấp thuận",Verb,Noun|Verb,B1,Teen,0,4,permits permitted permitting,0
1587,2000,seriously,/ˈsɪriəsli/,"nghiêm túc, nghiêm trọng, một cách trầm trọng",Adverb,Adverb,B1,Teen,0,1,,0
1588,2000,wild,/waɪld/,"hoang dã, hoang dại; điên cuồng",Adjective,Adjective|Adverb|Noun,B1,Teen,0,4,wilder wildest wilds,1
1589,2000,empty,/ˈɛmpti/,"trống, rỗng, trống rỗng",Adjective,Adjective|Noun|Verb,B1,Teen,0,6,empties emptied emptying emptier emptiest,0
1590,2000,commission,/kəˈmɪʃən/,ủy ban; tiền hoa hồng,Noun,Noun|Verb,B1,Teen,0,4,commissions commissioned commissioning,1
1591,2000,unique,/juˈniːk/,"độc đáo, duy nhất, riêng biệt",Adjective,Adjective|Noun,B1,Teen,0,1,,0
1592,2000,association,/əˌsoʊsiˈeɪʃən/,"hiệp hội, hội; sự liên kết",Noun,Noun,B1,Teen,0,2,associations,1
1593,2000,instrument,/ˈɪnstrəmənt/,"nhạc cụ; dụng cụ, thiết bị",Noun,Noun|Verb,B1,Teen,0,3,instruments instrumented,1
1594,2000,investor,/ˌɪnˈvɛstər/,"nhà đầu tư, người bỏ vốn",Noun,Noun,B1,Teen,0,2,investors,0
1595,2000,practical,/ˈpræktəkəl/,"thực tế, thực tiễn, thiết thực",Adjective,Adjective,B1,Teen,0,1,,0
1596,2000,tea,/tiː/,"trà, chè, nước trà",Noun,Noun|Verb,B1,Teen,0,2,teas,0
1597,2000,lovely,/ˈlʌvli/,"đáng yêu, dễ thương, đẹp đẽ",Adjective,Adjective|Noun,B1,Teen,0,3,lovelier loveliest,0
1598,2000,soft,/sɑːft/,"mềm, êm, dịu nhẹ",Adjective,Adjective|Noun|Adverb|Interjection,B1,Teen,0,3,softer softest,0
1599,2000,row,/roʊ/,"hàng, dãy, hàng ghế",Noun,Noun|Verb,B1,Teen,0,4,rows rowed rowing,0
1600,2000,youth,/juːθ/,"tuổi trẻ, thanh niên, giới trẻ",Noun,Noun,B1,Teen,0,2,youths,0
1601,2000,lock,/lɑːk/,"khóa, khóa lại, cài then",Verb,Noun|Verb,B1,Teen,0,4,locks locked locking,0
1602,2000,fuel,/ˈfjuːəl/,"nhiên liệu, chất đốt",Noun,Noun|Verb,B1,Teen,0,4,fuels fueled fueling,0
1603,2000,expectation,/ˌɛkspɛkˈteɪʃən/,"sự mong đợi, kỳ vọng, sự trông chờ",Noun,Noun,B1,Teen,0,2,expectations,0
1604,2000,employment,/ɛmˈplɔɪmənt/,"việc làm, sự tuyển dụng, công ăn việc làm",Noun,Noun,B1,Teen,0,2,employments,0
1605,2000,celebrate,/ˈsɛləˌbreɪt/,"kỷ niệm, ăn mừng, tổ chức mừng",Verb,Verb,B1,Teen,0,4,celebrates celebrated celebrating,0
1606,2000,sexual,/ˈsɛkʃuəl/,"thuộc giới tính, thuộc tình dục",Adjective,Adjective,B1,Teen,0,1,,0
1607,2000,shoulder,/ˈʃoʊldər/,"vai, bờ vai, đôi vai",Noun,Noun|Verb,B1,Teen,0,3,shoulders shouldered,0
1608,2000,breath,/brɛθ/,"hơi thở, nhịp thở",Noun,Noun,B1,Teen,0,2,breaths,0
1609,2000,increasingly,/ɪnˈkriːsɪŋli/,"ngày càng, ngày một nhiều",Adverb,Adverb|Noun|Verb,B1,Teen,0,1,,0
1610,2000,import,/ˌɪmˈpɔːrt/,"nhập khẩu, đưa hàng từ nước ngoài về",Verb,Noun|Verb,B1,Teen,0,4,imports imported importing,0
1611,2000,bottle,/ˈbɑːtəl/,"cái chai, bình, lọ",Noun,Noun|Verb,B1,Teen,0,4,bottles bottled bottling,0
1612,2000,ourselves,/aʊərˈsɛlvz/,"chính chúng tôi, bản thân chúng ta",Pronoun,Pronoun,B1,Grammar,1,1,,0
1613,2000,sheet,/ʃiːt/,"tờ giấy, tấm; ga trải giường",Noun,Noun|Verb,B1,Teen,0,4,sheets sheeted sheeting,1
1614,2000,engine,/ˈɛndʒən/,"động cơ, máy; đầu máy",Noun,Noun|Verb,B1,Teen,0,2,engines,1
1615,2000,cast,/kæst/,"quăng, ném, gieo; phân vai",Verb,Noun|Verb,B1,Teen,0,5,casts casted casting castings,1
1616,2000,notion,/ˈnoʊʃən/,"khái niệm, quan niệm, ý niệm",Noun,Noun,B1,Teen,0,2,notions,0
1617,2000,conservative,/kənˈsɜːrvətɪv/,"bảo thủ, thủ cựu; dè dặt",Adjective,Adjective|Noun,B1,Teen,0,2,conservatives,1
1618,2000,journey,/ˈdʒɜːrni/,"cuộc hành trình, chuyến đi",Noun,Noun|Verb,B1,Teen,0,4,journeys journeyed journeying,0
1619,2000,opposition,/ˌɑːpəˈzɪʃən/,"sự phản đối, sự chống đối; phe đối lập",Noun,Noun,B1,Teen,0,2,oppositions,1
1620,2000,relief,/rɪˈliːf/,sự nhẹ nhõm; sự cứu trợ,Noun,Noun,B1,Teen,0,2,reliefs,1
1621,2000,debt,/dɛt/,"món nợ, khoản nợ, công nợ",Noun,Noun,B1,Teen,0,2,debts,0
1622,2000,honor,/ˈɑːnər/,"danh dự, vinh dự, niềm vinh hạnh",Noun,Noun,B1,Teen,0,8,honors honored honoring honour honours honoured honouring,0
1623,2000,outcome,/ˈaʊtˌkʌm/,"kết quả, kết cục, hệ quả",Noun,Noun,B1,Teen,0,2,outcomes,0
1624,2000,blame,/bleɪm/,"đổ lỗi, quy trách nhiệm, trách móc",Verb,Verb|Noun,B1,Teen,0,4,blames blamed blaming,0
1625,2000,explanation,/ˌɛkspləˈneɪʃən/,"lời giải thích, sự giải thích, lời lý giải",Noun,Noun,B1,Teen,0,2,explanations,0
1626,2000,arise,/ərˈaɪz/,"nảy sinh, phát sinh, xuất hiện",Verb,Verb,B1,Teen,0,5,arises arose arising arisen,0
1627,2000,musical,/ˈmjuːzɪkəl/,"thuộc âm nhạc, du dương",Adjective,Adjective,B1,Teen,0,2,musicals,0
1628,2000,recover,/rɪˈkʌvər/,"hồi phục, bình phục; lấy lại, thu hồi",Verb,Verb|Noun,B1,Teen,0,4,recovers recovered recovering,1
1629,2000,dad,/dæd/,"bố, cha, ba, thầy",Noun,Noun,B1,Teen,0,4,dads daddy daddies,0
1630,2000,stretch,/strɛtʃ/,"kéo dãn, duỗi ra, căng ra",Verb,Noun|Verb,B1,Teen,0,4,stretches stretched stretching,0
1631,2000,declare,/dɪˈklɛr/,"tuyên bố, công bố, khai báo",Verb,Verb,B1,Teen,0,4,declares declared declaring,0
1632,2000,retire,/rɪˈtaɪr/,"nghỉ hưu, về hưu",Verb,Verb|Noun,B1,Teen,0,4,retires retired retiring,0
1633,2000,tiny,/ˈtaɪni/,"tí hon, bé xíu, nhỏ xíu",Adjective,Adjective,B1,Teen,0,3,tinier tiniest,0
1634,2000,careful,/ˈkɛrfəl/,"cẩn thận, thận trọng, kỹ lưỡng",Adjective,Adjective,B1,Teen,0,1,,0
1635,2000,suitable,/ˈsuːtəbəl/,"phù hợp, thích hợp, thích đáng",Adjective,Adjective,B1,Teen,0,1,,0
1636,2000,native,/ˈneɪtɪv/,"bản xứ, bản địa, thuộc quê hương",Adjective,Adjective|Noun,B1,Teen,0,2,natives,0
1637,2000,fruit,/fruːt/,"trái cây, quả, hoa quả",Noun,Noun|Verb,B1,Teen,0,4,fruits fruited fruiting,0
1638,2000,analyze,/ˈænəˌlaɪz/,"phân tích, mổ xẻ",Verb,Verb,B1,Teen,0,7,analyzes analyzed analyzing analyse analysed analysing,0
1639,2000,witness,/ˈwɪtnəs/,"nhân chứng, người chứng kiến",Noun,Noun|Verb,B1,Teen,0,4,witnesses witnessed witnessing,0
1640,2000,mail,/meɪl/,"thư từ, bưu phẩm",Noun,Noun|Verb,B1,Teen,0,5,mails mailed mailing mailings,0
1641,2000,terrible,/ˈtɛrəbəl/,"khủng khiếp, tồi tệ, kinh khủng",Adjective,Adjective,B1,Teen,0,1,,0
1642,2000,researcher,/ˈriːsərtʃər/,"nhà nghiên cứu, người làm nghiên cứu",Noun,Noun,B1,Teen,0,2,researchers,0
1643,2000,ordinary,/ˈɔːrdəˌnɛri/,"bình thường, thông thường, tầm thường",Adjective,Adjective|Noun,B1,Teen,0,1,,0
1644,2000,selection,/səˈlɛkʃən/,"sự lựa chọn, sự tuyển chọn, tuyển tập",Noun,Noun,B1,Teen,0,2,selections,0
1645,2000,anywhere,/ˈɛniˌwɛr/,"bất cứ đâu, ở đâu đó",Adverb,Adverb,B1,Teen,0,1,,0
1646,2000,mental,/ˈmɛntəl/,"thuộc tinh thần, thuộc trí óc, tâm thần",Adjective,Adjective|Noun,B1,Teen,0,1,,0
1647,2000,participant,/pɑːrˈtɪsəpənt/,"người tham gia, người dự",Noun,Noun|Adjective,B1,Teen,0,2,participants,0
1648,2000,vision,/ˈvɪʒən/,"tầm nhìn, thị lực; viễn cảnh",Noun,Noun|Verb,B1,Teen,0,2,visions,1
1649,2000,personality,/ˌpɜːrsəˈnælɪti/,"tính cách, cá tính, nhân cách",Noun,Noun,B1,Teen,0,2,personalities,0
1650,2000,specifically,/spəˈsɪfɪkli/,"cụ thể, một cách riêng biệt, nói rõ hơn",Adverb,Adverb,B1,Teen,0,1,,0
1651,2000,fat,/fæt/,"béo, mập, mập mạp",Adjective,Adjective,B1,Teen,0,4,fats fatter fattest,0
1652,2000,entry,/ˈɛntri/,"sự đi vào, lối vào; mục ghi",Noun,Noun,B1,Teen,0,2,entries,1
1653,2000,fellow,/ˈfɛloʊ/,"người bạn, gã, đồng nghiệp",Noun,Noun,B1,Teen,0,2,fellows,0
1654,2000,chemical,/ˈkɛməkəl/,"thuộc hóa học, hóa chất",Adjective,Adjective,B1,Teen,0,2,chemicals,0
1655,2000,capture,/ˈkæptʃər/,"bắt được, chiếm được; ghi lại",Verb,Noun|Verb,B1,Teen,0,4,captures captured capturing,1
1656,2000,tip,/tɪp/,"đầu, chóp, mũi; tiền boa; lời mách nước",Noun,Noun|Verb,B1,Teen,0,4,tips tipped tipping,1
1657,2000,discount,/dɪˈskaʊnt/,"sự giảm giá, chiết khấu",Noun,Noun|Verb,B1,Teen,0,4,discounts discounted discounting,0
1658,2000,peak,/piːk/,"đỉnh, đỉnh cao, cao điểm",Noun,Noun|Verb,B1,Teen,0,4,peaks peaked peaking,0
1659,2000,chairman,/ˈtʃɛrmən/,"chủ tịch, người chủ trì",Noun,Noun,B1,Teen,0,2,chairmen,0
1660,2000,proportion,/prəˈpɔːrʃən/,"tỷ lệ, phần, sự cân đối",Noun,Noun|Verb,B1,Teen,0,4,proportions proportioned proportioning,0
1661,2000,ear,/iːr/,"tai, lỗ tai, đôi tai",Noun,Noun|Verb,B1,Teen,0,3,ears eared,0
1662,2000,disappear,/ˌdɪsəˈpɪr/,"biến mất, mất tích, tan biến",Verb,Verb,B1,Teen,0,4,disappears disappeared disappearing,0
1663,2000,shout,/ʃaʊt/,"hét, la, quát to",Verb,Noun|Verb,B1,Teen,0,4,shouts shouted shouting,0
1664,2000,yard,/jɑːrd/,"sân, khoảng sân; thước Anh",Noun,Noun|Verb,B1,Teen,0,2,yards,1
1665,2000,constant,/ˈkɑːnstənt/,"liên tục, không đổi, thường xuyên",Adjective,Adjective,B1,Teen,0,2,constants,0
1666,2000,significantly,/sɪɡˈnɪfɪkəntli/,"đáng kể, một cách rõ rệt",Adverb,Adverb,B1,Teen,0,1,,0
1667,2000,hill,/hɪl/,"đồi, ngọn đồi, gò",Noun,Noun|Verb,B1,Teen,0,4,hills hilled hilling,0
1668,2000,considerable,/kənˈsɪdərəbəl/,"đáng kể, khá lớn, quan trọng",Adjective,Adjective|Noun,B1,Teen,0,1,,0
1669,2000,instruction,/ˌɪnˈstrʌkʃən/,"hướng dẫn, chỉ dẫn, chỉ thị",Noun,Noun,B1,Teen,0,2,instructions,0
1670,2000,intelligence,/ˌɪnˈtɛlədʒəns/,"trí thông minh, trí tuệ; tình báo",Noun,Noun,B1,Teen,0,2,intelligences,1
1671,2000,ideal,/aɪˈdiːl/,"lý tưởng, hoàn hảo",Adjective,Adjective|Noun,B1,Teen,0,2,ideals,0
1672,2000,folk,/foʊk/,"người ta, mọi người; dân gian",Noun,Noun,B1,Teen,0,2,folks,1
1673,2000,surely,/ˈʃʊrli/,"chắc chắn, hẳn là, nhất định",Adverb,Adverb,B1,Teen,0,1,,0
1674,2000,guard,/ɡɑːrd/,"người bảo vệ, lính gác, vệ sĩ",Noun,Noun|Verb,B1,Teen,0,4,guards guarded guarding,0
1675,2000,cat,/kæt/,"con mèo, mèo, loài mèo",Noun,Noun|Verb,B1,Teen,0,2,cats,0
1676,2000,somewhat,/ˈsʌmˈwʌt/,"hơi, phần nào, khá",Adverb,Adverb,B1,Teen,0,1,,0
